%
% Comments go after a '%' sign.
%
%
% Relation: Exoplanets Candidates Kepler
%
%
% Attributes: 39     Instances: 956
%
%

@relation Exoplanets Candidates Kepler

@attribute 'DispositionScore' numeric
@attribute 'OrbitalPeriod[days' numeric
@attribute 'OrbitalPeriodUpperUnc.[days' numeric
@attribute 'OrbitalPeriodLowerUnc.[days' numeric
@attribute 'TransitEpoch[BKJD' numeric
@attribute 'TransitEpochUpperUnc.[BKJD' numeric
@attribute 'TransitEpochLowerUnc.[BKJD' numeric
@attribute 'ImpactParamete' numeric
@attribute 'ImpactParameterUpperUnc' numeric
@attribute 'ImpactParameterLowerUnc' numeric
@attribute 'TransitDuration[hrs' numeric
@attribute 'TransitDurationUpperUnc.[hrs' numeric
@attribute 'TransitDurationLowerUnc.[hrs' numeric
@attribute 'TransitDepth[ppm' numeric
@attribute 'TransitDepthUpperUnc.[ppm' numeric
@attribute 'TransitDepthLowerUnc.[ppm' numeric
@attribute 'PlanetaryRadius[Earthradii' numeric
@attribute 'PlanetaryRadiusUpperUnc.[Earthradii' numeric
@attribute 'PlanetaryRadiusLowerUnc.[Earthradii' numeric
@attribute 'EquilibriumTemperature[K' numeric
@attribute 'InsolationFlux[Earthflux' numeric
@attribute 'InsolationFluxUpperUnc.[Earthflux' numeric
@attribute 'InsolationFluxLowerUnc.[Earthflux' numeric
@attribute 'TransitSignal-to-Nois' numeric
@attribute 'TCEPlanetNumbe' numeric
@attribute 'StellarEffectiveTemperature[K' numeric
@attribute 'StellarEffectiveTemperatureUpperUnc.[K' numeric
@attribute 'StellarEffectiveTemperatureLowerUnc.[K' numeric
@attribute 'StellarSurfaceGravity[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityUpperUnc.[log10(cm/s**2)' numeric
@attribute 'StellarSurfaceGravityLowerUnc.[log10(cm/s**2)' numeric
@attribute 'StellarRadius[Solarradii' numeric
@attribute 'StellarRadiusUpperUnc.[Solarradii' numeric
@attribute 'StellarRadiusLowerUnc.[Solarradii' numeric
@attribute 'RA[decimaldegrees' numeric
@attribute 'Dec[decimaldegrees' numeric
@attribute 'Kepler-band[mag]' numeric
@attribute 'ExoplanetCandidate' numeric
@attribute 'ExoplanetConfirmed' numeric

@data
1.0,5.56676609,3.04e-05,-3.04e-05,132.49956,0.00452,-0.00452,0.392,0.066,-0.392,1.812,0.145,-0.145,174.0,16.2,-16.2,1.12,0.06,-0.09,859.0,128.51,21.75,-27.08,12.0,1.0,5032.0,80.0,-80.0,4.479,0.077,-0.033,0.859,0.041,-0.071,290.46756,40.056438,15.223,1,1
0.0,7.047106212,1.23e-06,-1.23e-06,132.75015,0.000145,-0.000145,1.077,0.052,-0.045,3.16223,0.00768,-0.00768,69600.0,146.0,-146.0,119.64,23.1,-34.7,1846.0,2744.25,1615.68,-1578.66,548.5,1.0,8162.0,226.0,-340.0,3.973,0.234,-0.126,2.321,0.449,-0.674,290.11258,38.399872,9.002,0,0
0.0,2.015152464,9.6e-08,-9.6e-08,132.1127635,3.93e-05,-3.93e-05,0.308,0.003,-0.003,8.17997,0.00242,-0.00242,562000.0,112.0,-112.0,132.05,44.1,-27.1,2107.0,4657.05,4583.34,-2142.06,4129.6,1.0,6988.0,194.0,-267.0,4.163,0.128,-0.192,1.649,0.55,-0.339,286.59497,45.69828,13.705,0,0
1.0,7.53737498,9.58e-05,-9.58e-05,135.80956,0.00892,-0.00892,0.225,0.218,-0.225,3.966,0.236,-0.236,41.1,4.3,-4.3,0.93,0.27,-0.22,1210.0,506.84,440.47,-257.32,11.3,1.0,6483.0,181.0,-250.0,4.206,0.175,-0.175,1.436,0.422,-0.346,286.51355,45.038044,12.912,1,1
1.0,11.89520436,5.39e-05,-5.39e-05,132.8908,0.00365,-0.00365,0.067,0.384,-0.067,3.433,0.108,-0.108,184.0,9.7,-9.7,1.33,0.2,-0.13,787.0,90.77,38.22,-22.57,22.3,1.0,5649.0,112.0,-112.0,4.411,0.095,-0.105,0.992,0.145,-0.097,288.92401,46.057629,14.152,1,2
0,370.91308,0.0134,-0.0134,261.1884,0.0205,-0.0205,0.3443,0.1107,-0.3442,17.655,0.788,-0.788,270.0,20.8,-20.8,1.74,0.66,-0.22,266.0,1.18,1.31,-0.38,17.5,1.0,5892.0,153.0,-171.0,4.386,0.097,-0.256,1.054,0.397,-0.137,291.13617,43.476749,13.648,0,0
0.0,37.60166128,5.79e-06,-5.79e-06,194.713383,0.000123,-0.000123,0.408,0.004,-0.005,8.30604,0.00855,-0.00855,59100.0,43.7,-43.7,27.22,8.22,-4.42,606.0,31.86,28.15,-12.3,1667.3,1.0,6140.0,164.0,-201.0,4.354,0.124,-0.201,1.096,0.331,-0.178,282.30603,44.714661,15.505,0,0
0.912,83.4463485,0.00037,-0.00037,158.68061,0.0039,-0.0039,0.058,0.369,-0.057,6.536,0.121,-0.121,503.0,15.0,-15.0,2.73,0.47,-0.37,471.0,11.59,5.56,-3.66,36.1,2.0,5952.0,119.0,-119.0,4.287,0.12,-0.12,1.225,0.207,-0.17,291.97617,38.05508,13.703,1,2
0.0,110.3216727,1.71e-05,-1.71e-05,197.365128,0.000121,-0.000121,0.715,0.001,-0.002,13.3624,0.00884,-0.00884,7300.0,3.8,-3.8,18.6,7.25,-4.45,761.0,79.11,91.23,-41.43,2217.1,1.0,9244.0,255.0,-438.0,4.159,0.128,-0.192,2.025,0.789,-0.485,290.85458,42.086922,11.375,0,0
1.0,17.8159689,9.02e-05,-9.02e-05,134.4832,0.00409,-0.00409,0.911,0.016,-0.648,3.6765,0.0972,-0.0972,777.0,39.4,-39.4,3.12,0.46,-0.21,699.0,56.48,23.14,-11.54,22.5,1.0,5964.0,107.0,-131.0,4.484,0.04,-0.12,0.933,0.136,-0.063,293.98157,46.687752,15.2,1,2
0.0,21.4618453,0.000296,-0.000296,132.2156,0.0105,-0.0105,1.139,74.89,-1.953,5.675,0.551,-0.551,122.0,11.3,-11.3,19.89,3.18,-2.87,722.0,64.17,28.59,-20.85,13.4,1.0,5806.0,105.0,-117.0,4.283,0.132,-0.108,1.213,0.194,-0.175,294.91699,45.680679,13.798,0,0
0.0,4.348866254,7.77e-06,-7.77e-06,262.72768,0.00128,-0.00128,1.187,7.012,-0.253,3.2797,0.0741,-0.0741,626.0,13.3,-13.3,2436.69,498.0,-809.0,6421.0,401588.95,232894.16,-237326.16,56.3,1.0,3598.0,78.0,-78.0,0.65,0.258,-0.211,101.451,20.714,-33.66,298.80411,40.843563,10.68,0,0
0.0,5.2434664,0.000352,-0.000352,132.7707,0.067,-0.067,1.016,1.367,-0.249,18.47,2.0,-2.0,119.0,10.6,-10.6,2.83,0.32,-0.23,831.0,113.05,47.73,-30.44,10.7,1.0,5047.0,176.0,-176.0,4.574,0.039,-0.066,0.766,0.087,-0.063,291.84723,41.72522,14.901,0,0
1.0,5.1443645,2.24e-05,-2.24e-05,133.83044,0.00319,-0.00319,0.031,0.43,-0.031,2.703,0.107,-0.107,311.0,17.6,-17.6,1.55,0.11,-0.15,923.0,171.63,37.18,-40.68,20.2,1.0,5157.0,77.0,-84.0,4.445,0.091,-0.049,0.904,0.064,-0.088,283.47818,43.383781,15.369,1,2
0.0,10.10176739,2.39e-05,-2.39e-05,131.80667,0.00186,-0.00186,1.251,69.6,-1.538,2.1267,0.0981,-0.0981,602.0,25.3,-25.3,26.09,7.88,-2.47,829.0,111.86,99.21,-31.74,28.8,1.0,6058.0,164.0,-201.0,4.54,0.037,-0.212,0.867,0.262,-0.082,293.1416,40.262299,14.694,0,0
0.002,19.4444573,0.000736,-0.000736,147.9093,0.03,-0.03,0.634,0.034,-0.484,5.509,0.654,-0.654,182.0,32.1,-32.1,1.53,0.47,-0.2,749.0,74.47,66.87,-26.96,7.1,1.0,6278.0,174.0,-261.0,4.425,0.067,-0.202,1.081,0.329,-0.141,294.504,41.968159,15.835,0,0
0.786,17.5806026,0.000539,-0.000539,148.6715,0.0276,-0.0276,0.879,0.105,-0.614,4.17,0.609,-0.609,139.0,22.3,-22.3,1.87,0.29,-0.35,816.0,104.96,42.51,-39.51,8.4,1.0,5839.0,79.0,-79.0,4.199,0.169,-0.104,1.358,0.209,-0.256,290.12088,43.24361,14.989,1,1
0.99,288.3128666,0.000507,-0.000507,374.79958,0.00125,-0.00125,0.525,0.062,-0.358,5.419,0.109,-0.109,11200.0,131.0,-131.0,13.21,2.07,-2.3,300.0,1.93,0.79,-0.68,96.8,1.0,5672.0,76.0,-76.0,4.252,0.162,-0.108,1.22,0.191,-0.212,295.20694,45.09819,15.999,1,1
0.852,57.3888262,0.000582,-0.000582,141.62516,0.00752,-0.00752,0.876,0.083,-0.677,3.543,0.215,-0.215,344.0,31.6,-31.6,1.88,0.14,-0.1,406.0,6.41,1.46,-0.99,11.9,2.0,5242.0,84.0,-73.0,4.512,0.05,-0.061,0.856,0.063,-0.046,296.55005,49.102322,14.803,1,1
1.0,0.921030497,2.99e-06,-2.99e-06,132.03171,0.00264,-0.00264,0.025,0.41,-0.025,2.6077,0.079,-0.079,102.0,4.3,-4.3,1.62,0.25,-0.35,2362.0,7380.64,3027.37,-3065.21,27.0,1.0,5843.0,79.0,-79.0,4.069,0.182,-0.084,1.615,0.252,-0.346,298.48111,41.615341,14.542,1,2
0.0,0.973547911,1.6e-06,-1.6e-06,133.49742,0.00148,-0.00148,1.097,1.757,-0.054,2.2858,0.0809,-0.0809,436.0,13.9,-13.9,11.52,3.28,-1.03,1814.0,2556.6,2160.3,-718.87,38.7,1.0,6084.0,171.0,-214.0,4.542,0.048,-0.192,0.863,0.246,-0.077,298.79498,41.759769,15.46,0,0
1.0,3.108251172,1.59e-06,-1.59e-06,170.244566,0.000409,-0.000409,0.9,0.012,-0.026,2.5048,0.0646,-0.0646,1870.0,15.5,-15.5,4.43,0.74,-0.49,1096.0,340.69,180.7,-99.18,156.5,1.0,5330.0,159.0,-143.0,4.495,0.085,-0.114,0.847,0.141,-0.094,294.79974,46.207569,15.361,0,0
0.0,100.303613,0.000167,-0.000167,176.75827,0.00187,-0.00187,0.388,0.03,-0.028,10.578,0.0347,-0.0347,488000.0,1600.0,-1600.0,78.77,24.3,-12.2,421.0,7.41,7.14,-2.88,354.7,1.0,6060.0,210.0,-231.0,4.397,0.105,-0.195,1.046,0.323,-0.162,284.52087,44.455078,17.908,0,0
0.0,31.56904354,2.29e-05,-2.29e-05,158.29983,0.000587,-0.000587,0.985,1.415,-0.038,2.6364,0.03,-0.03,4230.0,44.8,-44.8,11.18,3.01,-2.01,575.0,25.83,21.0,-10.42,113.6,1.0,5654.0,169.0,-169.0,4.387,0.132,-0.182,0.998,0.269,-0.179,297.41965,43.876579,15.042,1,1
0.0,11.76921923,4.02e-05,-4.02e-05,138.41222,0.00284,-0.00284,0.964,0.005,-0.685,3.219,0.155,-0.155,519.0,21.3,-21.3,3.12,0.99,-0.39,868.0,134.04,124.72,-46.48,27.4,1.0,6215.0,172.0,-237.0,4.44,0.067,-0.216,1.052,0.332,-0.133,292.79404,40.074581,14.986,0,0
0.0,4.15713766,3.54e-05,-3.54e-05,132.21689,0.00687,-0.00687,0.121,0.338,-0.121,1.808,0.211,-0.211,77.0,10.3,-10.3,1.17,0.41,-0.17,1401.0,908.82,931.37,-343.82,9.2,1.0,6470.0,177.0,-243.0,4.301,0.09,-0.21,1.324,0.461,-0.197,291.96689,47.698456,12.28,0,0
0.0,0.974477904,9.6e-08,-9.6e-08,132.370903,7.95e-05,-7.95e-05,1.252,0.051,-0.059,2.69834,0.0035,-0.0035,8850.0,7.0,-7.0,618.37,119.0,-475.0,5205.0,172916.96,99487.91,-165297.77,801.7,1.0,5210.0,136.0,-250.0,2.631,0.824,-0.145,15.004,2.882,-11.529,298.52713,48.418591,10.282,0,0
0.092,333.486169,0.00424,-0.00424,153.61501,0.00507,-0.00507,0.214,0.255,-0.214,3.199,0.229,-0.229,639.0,52.7,-52.7,19.3,0.55,-4.68,557.0,22.68,2.07,-10.95,14.0,1.0,4989.0,39.0,-128.0,2.992,0.03,-0.027,7.824,0.223,-1.896,296.76288,47.145142,10.998,1,1
0,15.05028313,7.57e-05,-7.57e-05,141.53522,0.00462,-0.00462,0.3125,0.1983,-0.3023,1.848,0.131,-0.131,615.0,54.7,-54.7,2.46,1.11,-0.2,735.0,69.16,92.7,-18.57,13.4,1.0,5887.0,160.0,-205.0,4.49,0.037,-0.312,0.989,0.445,-0.081,291.13638,50.575939,15.612,0,0
0,335.43143,0.0246,-0.0246,395.1813,0.0511,-0.0511,0.4062,0.0547,-0.406,10.3,1.3,-1.3,228.0,39.5,-39.5,7.12,3.01,-2.77,468.0,11.31,13.66,-7.64,6.8,1.0,5172.0,115.0,-175.0,3.315,0.284,-0.282,4.721,1.993,-1.839,292.39389,44.476212,13.938,1,1
1.0,5.350156114,4.54e-06,-4.54e-06,195.761347,0.000626,-0.000626,0.008,0.349,-0.008,2.2647,0.0215,-0.0215,765.0,9.9,-9.9,2.6,0.72,-0.29,989.0,226.02,185.09,-67.76,87.1,2.0,5592.0,150.0,-166.0,4.467,0.065,-0.182,0.953,0.266,-0.106,293.7471,45.10722,14.361,1,2
0.0,8.65303996,2.93e-05,-2.93e-05,136.66798,0.00308,-0.00308,0.369,0.085,-0.369,1.091,0.13,-0.13,497.0,46.6,-46.6,1.88,0.31,-0.18,764.0,80.51,43.77,-22.16,14.7,1.0,5301.0,175.0,-159.0,4.528,0.051,-0.11,0.84,0.138,-0.08,289.08063,40.026791,15.639,0,0
0.0,1.23516416,1.57e-05,-1.57e-05,131.99301,0.00951,-0.00951,0.678,0.274,-0.457,4.713,0.451,-0.451,64.6,6.2,-6.2,0.92,0.25,-0.11,1866.0,2861.14,2330.83,-928.95,13.0,1.0,6249.0,174.0,-217.0,4.428,0.06,-0.18,1.076,0.296,-0.127,295.86285,39.96711,15.005,0,0
0,308.024953,0.00241,-0.00241,159.18628,0.00645,-0.00645,0.3366,0.1109,-0.3365,2.665,0.215,-0.215,353.0,40.3,-40.3,3.55,2.52,-2.24,345.0,3.35,7.46,-2.94,10.2,1.0,5220.0,132.0,-131.0,3.808,0.792,-0.377,1.887,1.34,-1.193,286.10162,45.319191,11.879,0,0
1.0,20.17202467,9.34e-06,-9.34e-06,141.209182,0.00039,-0.00039,0.334,0.148,-0.224,3.1488,0.0248,-0.0248,5370.0,26.2,-26.2,6.24,0.27,-0.55,564.0,24.0,3.92,-5.19,226.8,1.0,5064.0,83.0,-75.0,4.474,0.09,-0.03,0.864,0.038,-0.076,299.21317,41.424831,14.711,1,2
0.0,4.238855579,1.74e-06,-1.74e-06,135.201464,0.000336,-0.000336,1.031,0.318,-0.04,5.2235,0.0195,-0.0195,68000.0,213.0,-213.0,38.01,6.81,-5.58,1044.0,280.82,157.8,-99.48,374.8,1.0,5655.0,167.0,-167.0,4.482,0.135,-0.135,0.804,0.144,-0.118,288.96494,42.469391,14.858,0,0
1.0,16.2707207,0.000223,-0.000223,145.097,0.0112,-0.0112,1.187,7.163,-0.166,5.707,0.579,-0.579,468.0,43.8,-43.8,28.42,4.68,-3.11,827.0,110.79,47.43,-27.69,13.0,1.0,6117.0,79.0,-85.0,4.315,0.084,-0.126,1.244,0.205,-0.136,294.94009,39.232571,14.94,1,1
0.0,21.53926924,1.18e-06,-1.18e-06,144.1542761,4.44e-05,-4.44e-05,0.908,0.014,-0.016,5.32432,0.00192,-0.00192,144000.0,37.0,-37.0,53.0,16.2,-5.4,674.0,48.89,43.76,-14.39,2642.2,1.0,6136.0,165.0,-202.0,4.487,0.054,-0.202,0.933,0.285,-0.095,295.29691,40.66156,14.293,0,0
0,365.739893,0.00653,-0.00653,278.581,0.0132,-0.0132,0.6206,0.2197,-0.3689,1.218,0.47,-0.47,301.0,70.6,-70.6,1.73,0.91,-0.25,241.0,0.8,1.28,-0.28,4.7,1.0,5420.0,160.0,-139.0,4.396,0.135,-0.334,0.953,0.501,-0.139,280.72287,43.065472,12.962,1,1
0.0,0.872359598,8.5e-08,-8.5e-08,132.0311474,8.12e-05,-8.12e-05,0.686,0.022,-0.02,3.74512,0.00457,-0.00457,267000.0,204.0,-204.0,67.08,20.0,-9.99,2112.0,4703.58,4144.16,-1749.84,1063.2,1.0,6240.0,175.0,-219.0,4.391,0.09,-0.195,1.048,0.312,-0.156,295.319,39.480049,14.742,0,0
0.014,2.2227289,2.44e-05,-2.44e-05,131.895,0.00643,-0.00643,0.254,0.205,-0.254,2.617,0.291,-0.291,279.0,32.5,-32.5,34.14,0.76,-14.4,4454.0,93172.12,12806.48,-67878.27,10.5,1.0,4996.0,107.0,-250.0,2.354,0.027,-0.03,20.848,0.464,-8.811,291.85648,37.065651,12.552,0,0
0,411.5403964,0,0,185.353922,0,0,0,0,0,17.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,297.55707,41.78577,15.352,0,0
0,392.49728,0.0266,-0.0266,203.1308,0.0273,-0.0273,0.1658,0.3113,-0.1657,10.53,1.2,-1.2,1060.0,132.0,-132.0,2.82,1.04,-0.21,232.0,0.68,0.75,-0.16,14.5,0,5737.0,163.0,-157.0,4.544,0.027,-0.269,0.872,0.32,-0.067,286.58932,44.5247,15.814,0,0
1.0,2.539183147,5.07e-06,-5.07e-06,169.67494,0.0016,-0.0016,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.0,11.4,-11.4,2.06,0.29,-0.28,1332.0,743.09,290.34,-212.44,38.9,1.0,5519.0,82.0,-74.0,4.35,0.126,-0.103,1.062,0.154,-0.14,291.43997,37.905659,15.026,1,2
1.0,6.89226333,2.63e-05,-2.63e-05,132.4644,0.00283,-0.00283,0.061,0.387,-0.061,2.4921,0.0997,-0.0997,214.0,11.1,-11.1,2.13,0.34,-0.42,1156.0,422.14,176.38,-162.47,22.4,1.0,5862.0,79.0,-79.0,4.148,0.176,-0.095,1.463,0.233,-0.284,281.83145,42.298908,14.207,1,2
1.0,9.4588054,0.000165,-0.000165,136.8156,0.0149,-0.0149,0.365,0.094,-0.365,3.66,0.389,-0.389,270.0,36.0,-36.0,1.78,0.49,-0.21,943.0,187.04,153.75,-62.88,8.6,1.0,6247.0,174.0,-239.0,4.433,0.06,-0.18,1.066,0.296,-0.127,292.56421,38.931129,15.812,1,1
0,54.595746,0.000585,-0.000585,156.83764,0.00878,-0.00878,0.332,0.1177,-0.3319,2.21,0.232,-0.232,136.0,19.8,-19.8,2.0,0.9,-0.71,649.0,41.81,56.23,-26.58,8.7,1.0,6014.0,177.0,-181.0,3.989,0.341,-0.219,1.699,0.756,-0.609,295.8591,42.642189,13.67,1,1
0.0,5.59727625,2.19e-05,-2.19e-05,131.86798,0.0034,-0.0034,0.403,0.06,-0.403,1.659,0.118,-0.118,201.0,15.5,-15.5,1.26,0.36,-0.12,975.0,213.15,177.55,-58.3,15.3,1.0,5796.0,155.0,-172.0,4.522,0.06,-0.192,0.876,0.249,-0.083,295.43375,42.16766,14.626,0,0
0,313.051405,0.00214,-0.00214,408.62595,0.00415,-0.00415,0.2093,0.2087,-0.2093,10.969,0.146,-0.146,595.0,17.0,-17.0,2.91,1.8,-0.41,310.0,2.2,4.13,-0.77,39.5,1.0,6218.0,147.0,-187.0,4.322,0.107,-0.335,1.185,0.735,-0.167,284.66022,41.10894,12.842,1,1
0.603,2.99792926,2.78e-05,-2.78e-05,131.76579,0.00786,-0.00786,0.403,0.092,-0.374,4.398,0.222,-0.222,45.4,3.4,-3.4,1.12,0.2,-0.3,1616.0,1611.51,740.37,-785.46,16.0,1.0,5888.0,79.0,-79.0,4.061,0.238,-0.102,1.645,0.29,-0.435,282.69995,45.42577,12.003,1,2
0.999,12.834857,0.000121,-0.000121,134.37229,0.0077,-0.0077,0.278,0.177,-0.278,2.092,0.261,-0.261,294.0,35.5,-35.5,1.73,0.22,-0.19,755.0,76.96,27.12,-18.74,9.4,2.0,5492.0,82.0,-74.0,4.389,0.105,-0.095,1.016,0.131,-0.108,291.81302,38.088181,15.331,1,1
0.0,1.303570451,3.24e-07,-3.24e-07,146.145985,0.000277,-0.000277,0.548,0.027,-0.023,2.28163,0.00616,-0.00616,332000.0,723.0,-723.0,235.58,131.0,-70.4,2720.0,12920.56,22282.74,-7126.36,573.2,1.0,4884.0,148.0,-111.0,3.279,0.32,-0.32,3.584,1.989,-1.071,292.00238,38.4352,15.832,0,0
0.998,7.37867551,3.75e-05,-3.75e-05,135.82271,0.00402,-0.00402,0.513,0.028,-0.461,3.349,0.137,-0.137,125.0,6.4,-6.4,1.11,0.16,-0.06,933.0,178.68,70.35,-31.66,22.3,2.0,5936.0,94.0,-130.0,4.501,0.019,-0.11,0.965,0.139,-0.05,296.41855,49.5401,13.235,1,1
1.0,7.40742502,3.66e-05,-3.66e-05,355.49652,0.00325,-0.00325,0.03,0.401,-0.03,3.675,0.101,-0.101,442.0,21.0,-21.0,2.01,0.62,-0.21,938.0,183.15,171.57,-55.16,23.1,1.0,5922.0,184.0,-205.0,4.474,0.054,-0.216,0.961,0.297,-0.099,292.26291,37.236992,15.242,1,2
0,129995.7784,0.0,0.0,393.59962,0.00305,-0.00305,0.7127,0.1831,-0.1239,9.408,0.198,-0.198,1470.0,46.8,-46.8,2.99,0.16,-0.21,25.0,0.0,0.0,0.0,35.7,0,4500.0,153.0,-119.0,4.572,0.042,-0.028,0.726,0.039,-0.052,296.82162,47.354031,13.447,1,1
0.0,1.705782214,7.56e-06,-7.56e-06,133.15607,0.00339,-0.00339,0.709,0.034,-0.513,1.007,0.137,-0.137,278.0,31.6,-31.6,1.82,0.51,-0.32,1455.0,1060.41,928.69,-411.83,11.5,1.0,5387.0,180.0,-147.0,4.38,0.153,-0.187,1.009,0.285,-0.175,295.06241,49.049278,15.272,0,0
0.0,15.32763411,2.37e-05,-2.37e-05,134.92291,0.00129,-0.00129,1.204,0.321,-0.203,6.0662,0.0654,-0.0654,17700.0,182.0,-182.0,291.01,45.0,-83.5,1472.0,1108.58,439.96,-580.32,117.0,1.0,4830.0,57.0,-78.0,2.987,0.188,-0.101,6.784,1.048,-1.946,290.18625,43.72385,12.672,0,0
0.0,17.44564047,7.24e-07,-7.24e-07,135.7462627,3.44e-05,-3.44e-05,0.588,0.004,-0.006,6.08966,0.00131,-0.00131,334000.0,42.8,-42.8,63.46,9.0,-3.83,682.0,51.15,19.22,-8.62,4093.9,1.0,5759.0,78.0,-86.0,4.481,0.04,-0.12,0.945,0.134,-0.057,291.92892,41.956371,11.23,0,0
0.0,1.566528935,3.03e-07,-3.03e-07,132.537255,0.00016,-0.00016,1.033,0.173,-0.13,3.2593,0.0107,-0.0107,92500.0,197.0,-197.0,49.66,13.0,-5.98,1551.0,1371.7,1052.53,-431.26,485.0,1.0,5883.0,158.0,-175.0,4.471,0.081,-0.189,0.905,0.236,-0.109,296.14212,48.702141,13.984,0,0
0.0,0.692015479,1.72e-07,-1.72e-07,133.114177,0.000207,-0.000207,1.267,4.081,-0.025,1.1315,0.0134,-0.0134,4520.0,36.5,-36.5,19.31,1.2,-2.02,1057.0,294.34,64.86,-78.33,163.4,1.0,3752.0,74.0,-82.0,4.747,0.056,-0.024,0.497,0.031,-0.052,287.14313,46.50806,15.692,0,0
0.995,3.797018259,1.87e-07,-1.87e-07,133.508776,4.09e-05,-4.09e-05,0.321,0.036,-0.072,2.2608,0.00854,-0.00854,14400.0,11.6,-11.6,10.07,0.75,-0.47,982.0,219.64,50.33,-32.59,1549.0,1.0,5167.0,82.0,-82.0,4.527,0.04,-0.06,0.848,0.063,-0.04,290.35803,40.567741,14.741,1,2
0.0,1.061932545,1.25e-06,-1.25e-06,133.850441,0.000978,-0.000978,0.713,0.112,-0.216,2.1429,0.0386,-0.0386,134.0,2.0,-2.0,2.29,0.48,-0.71,2508.0,9391.15,5840.09,-5394.87,80.2,1.0,6134.0,167.0,-167.0,3.975,0.259,-0.111,1.851,0.383,-0.575,288.90253,44.632992,12.953,0,0
1.0,5.448321078,7.62e-06,-7.62e-06,132.49088,0.00113,-0.00113,0.614,0.3,-0.408,2.2213,0.0405,-0.0405,529.0,10.5,-10.5,2.17,0.31,-0.11,978.0,215.95,85.64,-37.56,55.1,1.0,5721.0,103.0,-126.0,4.517,0.028,-0.112,0.905,0.127,-0.045,292.97125,41.03577,12.43,1,2
0.791,1.92730001,2.72e-06,-2.72e-06,132.36067,0.00116,-0.00116,1.285,0.046,-0.045,18.812,0.271,-0.271,6180.0,26.1,-26.1,45.99,14.0,-7.54,1614.0,1605.97,1466.59,-623.2,351.1,1.0,6057.0,180.0,-198.0,4.352,0.112,-0.208,1.11,0.338,-0.182,294.27921,43.719849,13.943,0,0
0,198.895864,0.00294,-0.00294,225.4944,0.00911,-0.00911,0.0543,0.3936,-0.0541,4.193,0.326,-0.326,1780.0,182.0,-182.0,3.33,1.08,-0.35,264.0,1.14,1.17,-0.33,13.0,1.0,5184.0,185.0,-147.0,4.502,0.079,-0.391,0.808,0.264,-0.085,284.54691,40.468529,15.805,1,1
0.999,2.53573284,1.11e-05,-1.11e-05,133.01581,0.00373,-0.00373,0.054,0.4,-0.054,3.989,0.11,-0.11,68.0,3.0,-3.0,1.36,0.23,-0.3,1671.0,1842.18,882.93,-807.12,25.5,2.0,5616.0,124.0,-90.0,4.004,0.202,-0.093,1.674,0.275,-0.378,289.65125,43.824421,13.349,1,2
0.0,0.619303759,0,0,131.5539456,0,0,1.013,0,0,6.6038,0,0,74.5,0,0,4.71,1.53,-1.02,3232.0,25737.02,24732.63,-12431.62,3.5,1.0,7138.0,199.0,-299.0,4.137,0.158,-0.193,1.684,0.548,-0.365,291.70581,44.618542,13.154,0,0
0,356.99135,0.0152,-0.0152,235.7367,0.0283,-0.0283,0.2437,0.2189,-0.2435,17.03,1.2,-1.2,748.0,78.8,-78.8,2.47,0.97,-0.25,240.0,0.78,0.93,-0.22,13.8,1.0,5539.0,177.0,-152.0,4.467,0.072,-0.258,0.913,0.356,-0.094,286.11569,44.592941,15.684,0,0
0.0,0.894172544,2.07e-06,-2.07e-06,131.51006,0.00201,-0.00201,0.162,0.309,-0.162,0.8302,0.0741,-0.0741,86.2,6.7,-6.7,0.68,0.07,-0.06,1461.0,1070.89,405.19,-257.37,16.9,1.0,4982.0,151.0,-136.0,4.591,0.035,-0.06,0.736,0.078,-0.058,289.75653,46.952888,14.251,0,0
0.0,0.759762021,1.67e-06,-1.67e-06,131.79506,0.00184,-0.00184,1.183,0.15,-0.15,4.912,0.127,-0.127,227.0,4.4,-4.4,24.2,7.05,-3.02,2280.0,6419.35,5490.39,-2119.33,65.3,1.0,6386.0,173.0,-211.0,4.402,0.062,-0.188,1.123,0.327,-0.14,290.53607,40.705849,14.871,0,0
0.0,2.696370652,7.53e-06,-7.53e-06,170.73769,0.00234,-0.00234,0.044,0.36,-0.044,3.6129,0.0686,-0.0686,398.0,9.5,-9.5,1.58,0.13,-0.16,1066.0,305.34,96.64,-86.33,48.2,1.0,4989.0,149.0,-149.0,4.504,0.09,-0.06,0.819,0.067,-0.082,283.76547,47.804298,15.269,0,0
0,65.18703725,0,0,177.6208875,0,0,0,0,0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.66928,42.59071,15.13,1,1
0.0,1.01530474,1.23e-07,-1.23e-07,131.517946,0.000101,-0.000101,1.245,0.013,-0.011,8.7622,0.0145,-0.0145,16400.0,12.6,-12.6,64.77,11.4,-8.28,2324.0,6918.45,3068.04,-1921.72,1823.0,1.0,6428.0,70.0,-83.0,4.226,0.099,-0.121,1.44,0.253,-0.184,295.88568,39.31599,13.647,0,0
